loss,iteration,layer1_filters,layer2_filters,layer3_filters,layer4_filters,layer1_kernel,layer2_kernel,layer3_kernel,layer4_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
0.13011799999999996,1,33,33,76,25,2,6,3,6,0.869882,0.7814514,0.8551649,0.7093098,0.9169382,3196.6062596649863
0.11028503999999995,2,52,106,137,497,3,7,8,4,0.88971496,0.80183893,0.83886784,0.76559967,0.8284028,3320.1969315621536
0.1185503,3,57,62,223,212,8,5,4,3,0.8814497,0.78506637,0.71518713,0.85345536,0.88142675,3214.140761193121
0.10947066999999999,4,42,40,148,246,5,5,10,9,0.89052933,0.79981816,0.867853,0.7332341,0.8331958,3203.9454800612293
0.1175271,5,34,88,34,319,3,4,7,6,0.8824729,0.7943957,0.7762444,0.81215984,0.85717535,3193.2982187890448
0.12925540000000002,6,56,81,51,318,3,5,3,2,0.8707446,0.7806655,0.7443539,0.81620276,0.9026475,3212.950442718109
0.1181548,7,38,18,176,497,2,8,4,8,0.8818452,0.79300356,0.7840525,0.8017638,0.8576346,3188.304680956062
0.1175444,8,46,86,96,29,7,3,8,7,0.8824556,0.79511416,0.8224119,0.7683986,0.8556078,3202.72817745083
0.1106142,9,56,91,196,375,5,8,5,6,0.8893858,0.8014572,0.8225254,0.7808384,0.8291525,3148.885355595965
0.11439500000000002,10,24,71,223,77,10,9,5,7,0.885605,0.7961246,0.78033,0.81158227,0.8485835,3163.4532692790963
0.11315989999999998,11,49,72,117,324,6,7,5,4,0.8868401,0.7992456,0.8041855,0.794411,0.83949244,3192.681842616992
0.11635894000000002,12,44,107,98,98,2,3,7,6,0.88364106,0.7977973,0.8175318,0.7784837,0.86142725,3177.4368131009396
0.11093980000000003,13,40,83,162,137,6,2,9,8,0.8890602,0.8010194,0.8355085,0.7672657,0.8300613,3182.26325590699
0.11942934999999999,14,45,94,51,419,4,7,2,4,0.88057065,0.79235244,0.838028,0.74765086,0.86787206,3205.7150779888034
0.11569110000000005,15,63,75,29,92,6,3,9,7,0.8843089,0.7954622,0.8402751,0.751605,0.8513859,3187.176401834935
0.12400109999999998,16,25,69,71,45,5,6,6,3,0.8759989,0.78760356,0.8481966,0.72830266,0.90000653,3179.6910089012235
0.12773323000000003,17,19,26,41,380,10,4,3,9,0.87226677,0.78413457,0.84601766,0.7235711,0.89711255,3195.134502544999
0.11352015000000004,18,61,109,92,111,5,9,5,5,0.88647985,0.7989761,0.79612774,0.8017638,0.8415432,3087.9627425768413
0.11669284000000002,19,16,80,55,72,10,10,6,9,0.88330716,0.79396904,0.8418413,0.74711776,0.8530062,3169.671009886777
0.12408923999999999,20,21,35,50,117,9,8,7,2,0.87591076,0.7857175,0.76600766,0.805007,0.87807804,3169.785791958915
0.10870650000000004,21,64,128,256,512,10,10,10,10,0.8912935,0.8000988,0.77406543,0.825577,0.8315383,4840.163611609954
0.11068635999999998,22,49,32,255,494,5,4,10,10,0.88931364,0.8012551,0.8349184,0.7683098,0.8304202,3383.1622151550837
0.11124239999999996,23,16,128,154,512,10,10,10,10,0.8887576,0.8004019,0.8311279,0.7703312,0.8323491,3476.987067312002
0.11712754000000003,24,16,128,256,512,2,2,10,2,0.88287246,0.7947549,0.8370293,0.753382,0.85659975,3161.8304343440104
0.11205860000000001,25,64,128,256,16,2,10,10,10,0.8879414,0.8005815,0.8155344,0.7859475,0.8332118,3948.9937522690743
0.12284284999999995,26,64,16,256,512,10,10,10,6,0.87715715,0.7875362,0.85555077,0.72097206,0.8757761,3272.884394948138
0.10876733000000005,27,64,128,256,512,10,5,10,10,0.89123267,0.80193996,0.8041401,0.79978675,0.8247379,4091.363066016929
0.11040514999999995,28,64,128,256,512,10,10,2,10,0.88959485,0.8013674,0.80795336,0.79492193,0.8280869,4138.030476221116
0.11055523,29,16,128,256,512,5,10,10,10,0.88944477,0.79969466,0.7883878,0.8107604,0.83221364,4035.5530189818237
0.11342660000000004,30,29,126,33,438,8,4,10,9,0.8865734,0.79764014,0.7861861,0.80885,0.8430222,3181.3838372610044
0.11678683999999995,31,64,117,252,68,5,3,2,10,0.88321316,0.7915778,0.74601084,0.836173,0.8676308,3203.633394178003
0.11128663999999999,32,64,86,176,512,2,10,10,10,0.88871336,0.7993803,0.78807,0.81044936,0.8369686,3874.194068739889
0.10961620000000005,33,64,128,256,512,2,7,6,10,0.8903838,0.80118775,0.85314476,0.75033873,0.8304756,4039.183948926162
0.11211205000000002,34,24,122,175,28,4,3,10,10,0.88788795,0.8004805,0.8058878,0.7951885,0.8357087,3173.2764045440126
0.10961014000000002,35,64,128,140,512,10,10,10,10,0.89038986,0.80183893,0.84629005,0.75833577,0.82839596,4145.428203773918
0.10976330000000001,36,64,128,180,512,10,2,7,10,0.8902367,0.80169296,0.8415916,0.76264524,0.830093,3482.209308888996
0.11325985000000005,37,64,128,256,512,2,10,10,10,0.88674015,0.79828006,0.82933474,0.7678877,0.84725136,4780.630044060061
0.11367320000000003,38,64,128,132,512,2,10,10,10,0.8863268,0.79547346,0.77245384,0.8180021,0.8563195,4037.6727893659845
0.10908220000000002,39,19,87,253,494,3,6,10,9,0.8909178,0.79944766,0.778605,0.81984586,0.82865477,3431.22183329612
0.11359984000000001,40,64,90,256,512,10,2,8,10,0.88640016,0.7981005,0.8146492,0.78190464,0.8382347,3684.344948855927
0.11553630000000004,41,31,19,128,316,2,6,10,10,0.8844637,0.7938905,0.85328096,0.7357665,0.8525653,3188.8479097341187
0.12177970000000005,42,42,127,21,434,8,3,2,10,0.8782203,0.7812044,0.7147105,0.8462803,0.8900236,3203.8614414709155
0.11332589999999998,43,16,98,176,512,10,10,10,10,0.8866741,0.7981678,0.79056674,0.8056068,0.84083664,3495.9703984099906
0.11393039999999999,44,49,118,20,488,2,3,10,10,0.8860696,0.79853827,0.8023016,0.7948553,0.8415447,3195.6204527430236
0.11757636000000005,45,64,120,251,476,10,10,2,3,0.88242364,0.7874015,0.88051844,0.6962703,0.8794202,3341.2532082649413
0.11078739999999998,46,16,128,256,512,2,10,6,10,0.8892126,0.7992793,0.86081666,0.73905414,0.83491343,3933.7155493970495
0.11678696,47,33,126,30,202,3,9,10,2,0.88321304,0.792532,0.78266793,0.80218583,0.85340977,3162.3402950030286
0.12251769999999995,48,22,30,251,262,3,4,2,9,0.8774823,0.78615534,0.74269694,0.82868695,0.88314015,3218.386814645026
0.11887720000000002,49,39,18,46,196,10,4,10,10,0.8811228,0.7929362,0.7962185,0.7897239,0.8598583,3203.4580720739905
0.10834569999999999,50,30,122,253,292,6,6,7,10,0.8916543,0.8021308,0.80066735,0.8035631,0.82078844,3474.7046036540996
0.11204409999999998,51,18,127,256,493,3,5,3,10,0.8879559,0.79472125,0.7569512,0.8316858,0.8460217,3138.098897284828
0.11956350000000004,52,22,125,244,31,5,3,7,2,0.8804365,0.7941375,0.80951947,0.77908343,0.8634789,3162.172774966806
0.11553245999999995,53,39,20,254,179,3,9,10,2,0.88446754,0.79695535,0.82565767,0.7688651,0.84726155,3170.5734707179945
0.1200426,54,17,120,21,168,8,10,2,10,0.8799574,0.79050004,0.76748306,0.8130262,0.86635405,3174.90773532819
0.11121523,55,64,128,256,512,2,10,7,10,0.88878477,0.7994028,0.79497015,0.8037408,0.8359667,4723.94521782198
0.11125666000000001,56,28,126,228,36,10,6,9,8,0.88874334,0.8000427,0.84390676,0.757114,0.8321328,3115.428647198016
0.1123168,57,64,128,185,512,10,10,10,10,0.8876832,0.797831,0.7763806,0.818824,0.84423834,4447.684191977838
0.11109555000000004,58,64,128,256,512,10,6,10,10,0.88890445,0.79459774,0.75129944,0.8369727,0.84773993,4245.8123177988455
0.11095900000000003,59,51,118,16,150,10,8,10,10,0.889041,0.8017716,0.8211862,0.78277093,0.8299331,3168.3587724021636
0.11103209999999997,60,59,54,219,42,2,9,10,10,0.8889679,0.8006152,0.8009397,0.8002977,0.83130926,3107.8281571189873
0.11438227000000001,61,28,17,253,82,10,5,9,10,0.88561773,0.7945416,0.7601062,0.82824266,0.8549225,3197.8280297631864
0.11515520000000001,62,23,121,247,92,10,2,5,10,0.8848448,0.79603475,0.78727555,0.80460715,0.84714156,3205.46483485098
0.10961560000000004,63,64,101,256,512,2,6,10,10,0.8903844,0.80236655,0.82393265,0.78126043,0.82631326,4010.7075574540067
0.1106952,64,64,86,256,512,2,10,10,10,0.8893048,0.80039066,0.8184397,0.7827265,0.8277421,4275.55709185102
0.11285730000000005,65,64,89,256,512,2,10,10,10,0.8871427,0.7988639,0.8041628,0.7936779,0.84083635,4322.108188797021
0.11546069999999997,66,34,18,236,77,8,2,10,9,0.8845393,0.7971687,0.80899745,0.78559214,0.8450826,3192.9515694121365
0.11132133,67,21,126,249,94,2,6,8,10,0.88867867,0.79881895,0.85868305,0.74023145,0.8426525,3110.801585704088
0.11557289999999998,68,61,21,18,467,7,6,10,10,0.8844271,0.7937445,0.76573527,0.82115644,0.8569131,3193.943572709104
0.11327330000000002,69,19,118,253,497,9,2,10,10,0.8867267,0.7992119,0.8049572,0.7935891,0.83685637,3681.847930819029
0.11096804999999998,70,64,128,256,512,2,10,7,10,0.88903195,0.7991558,0.86490226,0.7348113,0.8409483,4737.603289356921
0.10938084000000003,71,64,128,256,512,10,10,7,10,0.89061916,0.80196244,0.8407971,0.76395583,0.82555914,4813.629205771955
0.11057024999999998,72,64,128,256,512,2,10,7,10,0.88942975,0.7979096,0.7638287,0.8312637,0.8443343,4746.029313060921
0.11260630000000005,73,64,128,256,512,10,10,7,10,0.8873937,0.79894245,0.80289173,0.79507744,0.83730656,4799.921379372943
0.12048119999999995,74,27,26,256,80,3,9,2,10,0.8795188,0.7905449,0.77047914,0.8101828,0.86702824,3176.9544645079877
0.11738550000000003,75,53,127,35,445,8,3,10,2,0.8826145,0.7922514,0.75779104,0.82597685,0.8644861,3202.0580505449325
0.11181253000000002,76,64,128,256,16,2,10,10,10,0.88818747,0.7995262,0.84853715,0.7515605,0.834805,3941.0116609279066
0.1137977,77,33,127,22,111,8,10,10,10,0.8862023,0.79733706,0.79324514,0.8013417,0.844066,3124.411162833916
0.12428474,78,22,20,25,414,7,10,10,2,0.87571526,0.78890586,0.7902036,0.7876358,0.8786072,3164.8177396981046
0.13738740000000005,79,57,119,252,23,7,3,2,2,0.8626126,0.7748389,0.8475611,0.7036675,0.95097595,3203.8763165618293
0.11051619999999995,80,63,123,239,362,2,2,10,9,0.8894838,0.8006826,0.80148447,0.7998978,0.8278959,3495.225211652927
0.10910989999999998,81,56,128,245,153,10,9,10,3,0.8908901,0.8011541,0.78664005,0.81535864,0.8273993,3892.1152568659745
0.11278920000000003,82,58,121,198,446,9,10,6,2,0.8872108,0.79854953,0.83714277,0.76077926,0.83716047,3764.4008931641
0.10980800000000002,83,64,128,256,236,2,6,10,10,0.890192,0.8009408,0.8633815,0.7398316,0.83359176,3682.0446973768994
0.1122976,84,22,123,248,99,4,10,10,5,0.8877024,0.7997957,0.83371544,0.7665993,0.8350663,3271.3592140229885
0.10845839999999995,85,64,128,256,512,2,6,10,8,0.8915416,0.8029504,0.8443834,0.76240087,0.82234347,4077.1386334870476
0.11144880000000001,86,55,128,230,136,10,8,10,2,0.8885512,0.7979882,0.86229205,0.7350556,0.8382442,3296.02744111605
0.11794070000000001,87,30,112,190,199,7,10,2,2,0.8820593,0.79393536,0.7838482,0.80380744,0.8590692,3149.4562169471756
0.11583202999999997,88,50,17,212,380,10,2,10,4,0.88416797,0.79484475,0.80252856,0.7873248,0.846965,3169.9728310687933
0.10923463,89,39,127,238,391,6,6,10,3,0.89076537,0.8024452,0.8140817,0.7910567,0.8243711,3196.6736799681094
0.11260073999999998,90,60,128,114,405,2,10,9,2,0.88739926,0.7958102,0.7569512,0.83384055,0.8546991,3466.9490940109827
0.10890686999999999,91,58,123,245,190,10,7,10,5,0.89109313,0.79866177,0.7634655,0.8331075,0.8415687,3330.260142795043
0.11312239999999996,92,46,128,242,287,6,9,2,10,0.8868776,0.7970002,0.86726284,0.728236,0.8532103,3418.699118477991
0.10738769999999997,93,64,128,256,239,10,5,10,10,0.8926123,0.80092955,0.7776063,0.82375544,0.82539177,3585.451714169001
0.10858540000000005,94,64,128,256,512,10,6,10,8,0.8914146,0.802636,0.82878995,0.77703977,0.81936723,4140.540171360131
0.11197626999999999,95,62,39,255,358,4,5,10,2,0.88802373,0.8011204,0.8308328,0.7720417,0.83425546,3161.475330078043
0.12457675000000001,96,22,27,255,470,5,10,3,2,0.87542325,0.7862115,0.84059286,0.7329898,0.88466424,3169.897537932964
0.11667799999999995,97,20,18,220,201,5,2,10,10,0.883322,0.7817882,0.6992986,0.8625186,0.88469493,3183.355790733127
0.11362919999999999,98,53,123,190,249,2,10,2,10,0.8863708,0.79733706,0.851102,0.7447187,0.84580505,3307.224733103998
0.11183863999999999,99,54,116,228,430,9,10,10,2,0.88816136,0.79459774,0.7584266,0.82999754,0.85224044,3788.4370595531072
0.10963553000000004,100,64,107,256,512,10,6,10,10,0.89036447,0.8020859,0.8283587,0.7763734,0.82781166,4113.830327423057
